Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Alcaligenaceae	Anaeroplasmataceae	Bacteroidaceae	Bacteroidales_S24-7_group	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Coriobacteriaceae	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Thermoanaerobacteraceae	Veillonellaceae	Verrucomicrobiaceae	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624541	2.45012305883936	1.00127982067497	0	1.39930501677677	0	2.79170465387737	0	3.17080132470726	0	0	0	0	2.21625698312592	0	3.16696189758379	0	0	0.779336398757047	1.58116803109375	0	2.97777027053578	0.478069632009764	0	1.53285895648842	0	3.7616177733345	0	0	0	0	0.478069632009764	0	2.56961967809925	2.23694198456469	0	0	0	1.90449403375163	3.56120836749812	0	1.70036340453782	0	0	3.25524343792075	0	0	02df60d0-1cde-11e6-9a08-68b599768938	WGS	500	10117500	PRJEB14082	SAMEA4008098	6356860	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694906	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:17Z	public	Illumina MiSeq	16634276	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008098	ERS1179208	ERS1179208	ERP015690	P17_Pre	Pre	P17	0
ERR1624543	2.70081271946571	0	0	1.63426847039281	0	3.27856114759338	0	2.19398901255201	0	0	0	2.57239864601631	2.6451125116922	0	2.78040105987729	0	0	2.00855878471588	1.9530297831546	0.747448109931396	2.91845721781489	0	0.517886212513999	1.52026431207478	0	3.59486365133046	2.5542363475453	0	0	0.403147257758982	0.973859839390533	0	2.66639826852072	2.95200546939807	2.70672777548783	0	0	2.87639480152706	3.6709752903257	0	2.31071606932651	0	0	0.896840301576198	0	1.87184998116425	02f0ed00-1cde-11e6-9a08-68b599768938	WGS	500	13089500	PRJEB14082	SAMEA4008100	8174060	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694908	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634278	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008100	ERS1179210	ERS1179210	ERP015690	P19_Pre	Pre	P19	0
ERR1624544	1.16234506713221	0.869830318812388	0	1.40168198604466	0	3.11255866803156	0	2.57723631978007	0	0	0.585345736660439	2.65704431221668	2.52510053634452	0.659081582758509	2.34315545954274	0	0.72209656974567	2.12074864538154	2.15453592953238	0	2.96970318714483	0	0.72209656974567	1.61157175848741	0	3.50972401889733	1.60393950810049	0	0.825942644129444	1.01111296162269	1.16234506713221	0.777116127313906	2.30041374173811	2.47318613820133	2.38334649052712	0	0	3.11231990090023	3.44485114993011	0	3.615263377913	0	0	2.70839332067136	1.36322828984826	2.30503551259467	02f84000-1cde-11e6-9a08-68b599768938	WGS	500	14121000	PRJEB14082	SAMEA4008101	8667852	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694909	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634279	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008101	ERS1179211	ERS1179211	ERP015690	P22_Pre	Pre	P22	0
ERR1624546	0.555200431590575	0.791111605024951	0	1.11696471359867	0	3.34780333825128	0	2.90254127162133	0	0	0	2.46800597927764	1.73675315173237	0.648799118252018	2.60205449051996	0	0	1.78854858592392	2.76765623688588	0	3.08219213741759	0.983908237784472	0	2.0232469973105	0.435725076993002	3.82619596422987	0.435725076993002	0	0	0	0	0	1.61899303124183	2.2888126131782	0	0	0	2.8279508892015	3.4983990339079	0	2.22448049269748	0	0	2.10410901504808	1.46981668832014	2.07036828019649	0307d060-1cde-11e6-9a08-68b599768938	WGS	500	12057000	PRJEB14082	SAMEA4008103	7570386	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694911	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634281	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008103	ERS1179213	ERS1179213	ERP015690	P25_Pre	Pre	P25	0
ERR1624548	1.92716321990565	0	0	1.21679934679453	0	3.30085854509032	0	2.07029977431809	0	0	0	2.3732890211057	3.37447772647013	0	2.38452288449444	0	0	1.96275213913498	3.05092592965801	0	3.26708450678724	0	0	1.24317728692216	0	3.32863551486585	3.0330306028241	0	0	0	0	0	2.61226863214529	2.42169963199669	1.86458257046784	0	0.48617555781033	2.63047984263656	3.61131312078096	0	2.47436344408716	0	0	0	0	1.76146203449431	03182410-1cde-11e6-9a08-68b599768938	WGS	500	10003000	PRJEB14082	SAMEA4008105	6204049	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694913	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634283	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008105	ERS1179215	ERS1179215	ERP015690	P28_Pre	Pre	P28	0
ERR1624551	2.29807125027863	1.04031609463356	0	1.28176719929329	0	3.33747181286451	0	3.45767353138234	0	0	0.961873442645137	1.98722457026842	1.3571486133712	0	3.02453210521848	0	0	1.40617566331365	0	0	2.74848377260626	0	0.742966571899015	1.43603275443381	0	3.73947272406692	0	0	0	0	0	0	2.14240663027076	2.51143088248773	2.49411138232039	0	0	2.27360931662383	3.51889436886021	0	2.11909932181862	0	0	0	0	1.10673454697241	03312a50-1cde-11e6-9a08-68b599768938	WGS	500	11121000	PRJEB14082	SAMEA4008108	7014862	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694916	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634286	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008108	ERS1179218	ERS1179218	ERP015690	P35_Pre	Pre	P35	0
ERR1624557	2.01631195774306	0.81348827884206	0	1.97610399673822	0	3.02399979157583	0	2.1363370066324	0	0	0	2.43869154766835	2.94970248225923	0.452737385837683	2.67223643083631	2.71114801232922	0	1.26585353773293	1.00779118006599	0	2.99835625338758	0	0	1.57661853785833	0	3.45088973637146	0	0	0.574529577593338	1.36237769198975	0	0	2.92482857591642	2.22791913051252	3.39651492840275	0	0	1.89783950266423	3.56874395103073	0	2.23027189836072	0	0	3.30592289315066	0	1.58706152225851	035d1c50-1cde-11e6-9a08-68b599768938	WGS	500	10924000	PRJEB14082	SAMEA4008114	6808954	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694922	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634292	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008114	ERS1179224	ERS1179224	ERP015690	P8_Post	Post	P8	1
ERR1624558	2.06731001739928	1.70550734401478	0	1.00600735250456	0	2.28993648999462	0	2.06731001739928	0	0	1.65973514031812	2.10352679500896	0	0	3.13603241745201	0	0	2.40804401046032	2.92311566118792	1.36810970302386	2.78190488973795	0	1.51161282762151	2.19975190367555	0	3.61945197785683	0	0	1.46883943955632	0	0	0	1.40434491217912	1.76998359713087	2.79411941250226	0	0	1.96083869667797	3.26982858952343	0	3.7889262163898	0	0	1.18231951815471	0	1.28507483974901	03644840-1cde-11e6-9a08-68b599768938	WGS	500	9655000	PRJEB14082	SAMEA4008115	5944431	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694923	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634293	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008115	ERS1179225	ERS1179225	ERP015690	P10_Post	Post	P10	1
ERR1624561	2.27312259161323	1.01120940757464	0	0	0	2.92213094488046	0	2.52599770500459	0	0	1.01120940757464	2.40883644979719	1.93951589056614	0.561832521027462	2.6552976125013	0	0	1.15322521395025	2.59251499287003	1.11084546653816	2.67879503950736	0	0	1.68690780798888	0	3.21245875497812	2.97755841608355	0	0.696286448985322	0	0	0	0	2.23134856209146	0	0	0	2.35649315531843	3.16327268377668	0	3.97129314854661	0	0	0.696286448985322	1.11084546653816	1.59515361448937	037ab670-1cde-11e6-9a08-68b599768938	WGS	500	7271500	PRJEB14082	SAMEA4008118	4307173	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694926	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634296	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008118	ERS1179228	ERS1179228	ERP015690	P18_Post	Post	P18	1
ERR1624563	1.33666247569066	1.14438216853573	0	0	0	2.68929331571736	0	1.79124149009157	0	0	0.688700052587148	2.29610827737508	1.00262746534521	0	1.99157490662041	0	0	0.873432005995992	3.46651182907843	1.5232206023348	2.1445711306496	0	0	1.21834114350598	0	2.7350769514241	0	0	0	0	0	0	1.14438216853573	0.873432005995992	1.72243096959901	0	0	2.21164882726956	2.56656104919916	0	4.06788397204234	0	0	1.30996532398667	0	1.97995780197741	038ba660-1cde-11e6-9a08-68b599768938	WGS	500	7645500	PRJEB14082	SAMEA4008120	4472805	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694928	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634298	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008120	ERS1179230	ERS1179230	ERP015690	P22_Post	Post	P22	1
ERR1624566	2.15448462564552	1.03463985315017	0	1.50690036205443	0	3.1377160317356	0	2.84698382187498	0	0	0	2.27928579024329	2.56969458165324	0	2.67622891491991	0	0.878149544403091	1.173950302503	1.72777039990277	1.65548687295657	3.32352418639749	0.707225307274762	0.421337461375467	1.43479383581383	0	3.47617960315556	0	0	0	0	0.828294552108534	0.631115021656558	3.20856049427144	2.57445954868105	0	0	0	2.00052965660047	3.7163104075533	0	2.91130423580124	0	0	2.47949304757712	0	0.707225307274762	03a45e80-1cde-11e6-9a08-68b599768938	WGS	500	12165000	PRJEB14082	SAMEA4008123	7543147	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694931	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634301	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008123	ERS1179233	ERS1179233	ERP015690	P26_Post	Post	P26	1
ERR1624568	1.7287774453071	0	0	1.35774324177212	0	3.36350898014697	2.33769415628356	1.98159366118164	0	0	0	2.40835956806127	0	1.27748679390032	2.72667095493049	0	0	1.33260369844682	3.31132420432702	0	3.11160371505293	0	0	1.6234184624137	1.17895897051249	3.42141715360491	0	0	0	0	0	0	0.551879532469456	2.89298047735585	2.59463446860972	0	0	2.414832672313	3.70449004171012	0	2.77784898908546	0	0	0.685319245338608	0.939048170563831	2.47475316875006	03b43d00-1cde-11e6-9a08-68b599768938	WGS	500	7848000	PRJEB14082	SAMEA4008125	4946984	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694933	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634303	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008125	ERS1179235	ERS1179235	ERP015690	P33_Post	Post	P33	1
ERR1624569	1.79824353675028	0.601224212796286	1.04037941330715	1.74709322881213	0	3.04185535522376	0	0.902114755530789	0	0	0	2.36437806671951	2.20840717518721	0	2.04028810277447	0	0	1.25421978043927	3.69032065009934	0	2.42213535666113	0	0.601224212796286	0.902114755530789	0	3.27603647440521	0.476378419936823	0.84414273314193	0.777222508207898	0.953251780443752	2.32522639662369	0	2.59986096389014	2.32930425983995	2.17207903017762	0	0	2.5354469580299	3.31443634496761	0	3.64223948652375	0	0	2.531642922996	0.777222508207898	1.29997107094633	03bc2c40-1cde-11e6-9a08-68b599768938	WGS	500	10001000	PRJEB14082	SAMEA4008126	6125086	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,ena,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694934	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634304	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008126	ERS1179236	ERS1179236	ERP015690	P34_Post	Post	P34	1
ERR1624571	2.769627430212	1.72856663042346	0	1.68798455592866	0	2.97829338915386	0	3.16747701177649	0	0	1.43557545047895	0	0	0	2.93173808149331	0	0	1.30320569672403	3.34965549551335	3.30451143777411	1.9332758073642	0	1.71877105868622	0.911832095515866	2.62817545867199	3.67416199108323	1.02326164210306	0	0	0	1.30320569672403	0	1.21798671036732	1.97365734633759	0	0	0	2.40700775596374	3.07815417066958	0	3.24625629201672	0	0	1.5215565163809	0.660991921741653	1.41612996204362	03cad240-1cde-11e6-9a08-68b599768938	WGS	500	8523000	PRJEB14082	SAMEA4008128	5390808	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra,contigs	s3,ena,gs,ncbi	ncbi.public,gs.US,ena,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694936	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634306	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008128	ERS1179238	ERS1179238	ERP015690	P37_Post	Post	P37	1
ERR1624572	2.1199340819141	1.43016292895833	0	1.5878202736779	0	3.1220113835235	3.33561330836278	3.03971581509925	0.525933081326709	0	1.01817750929086	2.23221784288617	1.73262953622063	0	2.91692778174501	0	0	2.43837718661073	2.46373422535582	1.34658238019595	2.34741731951572	0	0.838354540887253	1.72305234518667	1.32290742227946	3.60645188733715	0	0	1.06467750929218	1.06467750929218	0	0	1.34658238019595	2.62378756115069	0.656604898311409	0	0	2.67319914533195	3.41938414605455	0	3.33937783990004	0	0	0	2.29622126941502	2.40746017638667	03d1fe30-1cde-11e6-9a08-68b599768938	WGS	500	8668000	PRJEB14082	SAMEA4008129	5422154	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ena,ncbi.public	ERC000011	9/12/16	11/16/18	ERX1694937	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634307	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008129	ERS1179239	ERS1179239	ERP015690	P38_Post	Post	P38	1
ERR1624573	2.9773721034961	1.99053945403332	0	1.34800593076671	0	2.88613867698233	0	2.35324883664537	0.495331381312248	0	0.926837668147403	2.34913109256374	1.8119365491612	1.13895896547003	3.20628375242432	0	0	0.720732290127543	1.8190053412509	0.720732290127543	2.56225432879129	0.800797054836545	1.42392688663772	1.871760053686	0	3.17096893494367	0	0	1.7824513838776	0	0	0	0	1.99988554626443	2.12024688056254	0	0	1.53136670778752	3.2025309508959	1.13895896547003	3.94495889161228	0	0	2.33225822244947	0	0.926837668147403	03d92a20-1cde-11e6-9a08-68b599768938	WGS	500	8919000	PRJEB14082	SAMEA4008130	5268056	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694938	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634308	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008130	ERS1179240	ERS1179240	ERP015690	P40_Post	Post	P40	1
